ProductReference,CompanyID,CompanyName,CompanyTypeID,CompanyType,Sequence,Address1,Address2,Address3,CityName,StateName,Zip,CountryName,Phone1,Phone2,Fax1,Fax2,MainEmail,WebAddress
91290,89455,IMC Asset Management,1,Management Firm,1,500 Fifth Avenue,Suite 3530,,New York,New York,10110,United States,+1 212 616 6686,+1 646 269 1756,+1 212 616 6694,,luke.imperatore@imc-am.com,
91290,89456,IMC Asset Management,2,Investment Advisor,1,"Strawinskylaan 361, WTC D-tower",,,Amsterdam,,1077XX,Netherlands,,,,,,www.imc.nl
87133,89459,Diamond Capital (Israel) Ltd,1,Management Firm,1,"Tower A, 27 Habarzel St",Tel Aviv,,Tel Aviv,,69710,Israel,+972 3 765 8000,,+972 3 765 8002,,,
76436,89460,Fauchier Partners Management Limited,1,Management Firm,2,"Suite A1, Hirzel Court, Hirzel street",,,St Peters Port,,GY1 2NN,Guernsey,,,,,,https://www.fauchierpartners.com
2018,89461,Alternative Asset Advisors S.A.,1,Management Firm,1,3A Alternative Asset Advisors,,,,,,Switzerland,+41 22 819 9800,,+41 22 819 0904,,,www.3-a.ch
89513,89466,Movestic Kapitalforvaltning AB,1,Management Firm,1,Box 7853,,,Stockholm,,103 99,Sweden,+ 46 8 120 39 200,,+ 46 8 120 39 339,,,www.modernafonderanalys.se
89550,89467,Vikstrom & Andersson Asset Management AB,2,Investment Advisor,1,Box 5216,,,Stockholm,,SE-102,Sweden,+ 46 8 6706521,,,,info@densityfund.se,www.densityfund.se
70243,89468,HSBC Private Wealth Managers SA,2,Investment Advisor,1,"117, avenue des Champs Elysées",,,Paris,,75008,France,+33 1 495 2200,,+33 1 495 2209,,contact.hsbcprivatebankfrance@hsbc.fr,www.hsbcprivatebankfrance.com
91186,89469,DB Platinum Advisors,1,Management Firm,1,"2, boulevard konrad Adenauer",,,,,L-115,Luxembourg,,,,,,
91462,89472,Tauri Ursa Partners Ltd,1,Management Firm,1,203 The Rogers Office Building,Edwin Wallace Rey Drive,,None,None,,Anguilla,,,,,,www.tauriursa.com
91352,89481,Euroasian Investments Incorporated,1,Management Firm,1,Mitchell House,PO Box 174,The Valley,None,,,Anguilla,+41 22 518 02 39,,,,,
91285,89482,FISCO Appreciation Management LLC,1,Management Firm,1,1899 Powers Ferry Road SE,Suite 120,,Atlanta,Georgia,,United States,+1 678 905 5723,,+1 770 859 9291,,kellis@fiscofunds.com,
91286,89484,FISCO Gold Management LLC,1,Management Firm,1,1899 Powers Ferry Road SE,Suite 120,,Atlanta,Georgia,30339,United States,+1 678 905 5723,+1 678 905 5731,+1 770 859 9291,,kellis@fiscofunds.com,
90672,89489,Overlay Asset Management (France),2,Investment Advisor,1,"1, boulevard Haussmann",,,Paris,,75009,France,,,,,,
91545,89491,FRM (Australia) Pty Ltd,1,Management Firm,1,"Suite 1, Level 15",15 Castlereagh Street,,Sydney,,NSW 200,Australia,+61 2 9256 4900,,+61 2 9233 4760,,,
90672,89492,BNP Paribas Asset Management (Ireland) Limited,1,Management Firm,1,6 George?s Dock,International Financial Servic,,Dublin 1,,,Ireland,,,,,,
91573,89496,AR Capital Pte Ltd,1,Management Firm,1,50 Raffles Place,Singapore Land Tower #33-05,,Singapore,,048623,Singapore,+65 6 323 0521,,+65 6 323 0522,,,
91576,89497,Golden Fund Management Limited,1,Management Firm,1,"Geneva Place, Waterfront Drive",P.O. Box 3175 Road Town,,Tortola,None,,Virgin Islands,,,,,,
91590,89507,Tano Singapore Advisors Pte Ltd,1,Management Firm,1,1 Rhu Cross #09-13,,,,,437431,Singapore,+ 65 6522 3474,,,,,
91562,89509,Telemetry Investments LLC,1,Management Firm,1,"545 Fifth Avenue, Suite 1108",,,New York,New York,10017-3,United States,+1 917 305 1743,,+1 212 425 5550,,ir@telemetry-investments.com,
91663,89512,Capital Four Management Fondsmæglerselskab,1,Management Firm,1,"Philip Heymans Allé 15, 5 Floor",,,None,,DK-2900,Denmark,,,,,,
91466,89516,ALIS Capital Management SA,1,Management Firm,1,"7, rue Monsigny",,,Paris,,75002,France,+ 33 1 53 45 96 91,,+ 33 1 42 60 11 35,,,www.aliscapital.fr
90788,89517,AGR Management Ltd,2,Investment Advisor,1,C/O Codan Trust Company (Cayman) Limited,"Boundary Hall, 2nd Floor, Cric",PO BOX 2681,Grand Cayman,,KY1-111,Cayman Islands,,,,,,
91490,89518,Mutuactivos SA SGIIC,1,Management Firm,1,"Paseo de la Castellana, 33",,,Madrid,,28046,Spain,+ 34 91 702 7320,,+ 34 91 308 4090,,itziar@mutuactivos.com,www.mutuactivos.com
91543,89520,AlphaNorth Asset Management,1,Management Firm,1,Bay Adelaide Centre,"333 Bay Street, Suite 630",,Toronto,Ontario,M5H 2R2,Canada,+1 416 506 0776,,,,steve@alphanorthasset.com,www.alphanorthasset.com
90515,89522,Oliveira Trust DTVM SA,1,Management Firm,1,Av Das Americas 500  Bloco 13 Grupo 205,Cond Downtown  Barra da Tijuca,,Rio De Janeiro,,2264010,Brazil,+ 55 21 35140000,,,,fundos@oliveiratrust.com.br,www.oliveiratrust.com.br
91553,89524,Worldcrest Limited,2,Investment Advisor,1,"Julia House, 3 Themistocles","Dervis Street, 1066",,Nicosia,,,Cyprus,,,,,,
96108,89525,Jabre Capital Partners SA,2,Investment Advisor,1,1 Rue des Moulins,,,Geneva,,1204,Switzerland,+ 41 22 556 2200,,+ 41 22 556 2201,,info@jabcap.com,www.jabcap.com
96108,89526,Jabre Capital Partners (Cayman) Limited,1,Management Firm,1,,,,,,,Cayman Islands,+1 345 947 7662,,,,info@jabcap.net,www.jabcap.com
91539,89528,"Thoeny, Handl & Partners AG",2,Investment Advisor,1,Pflugstrasse 32,,,Vaduz,,9490,Liechtenstein,,,,,,www.thp.li
91291,89529,JPMorgan Funds (Asia) Limited,1,Management Firm,1,"21st Floor, Chater House",8 Connaught Road Central,,Hong Kong,,,Hong Kong,+ 852 2265 1133,,,,investor.services@jpmorgan.com,www.jpmorganam.com.hk
50082,89533,NewFinance Capital LLP,2,Investment Advisor,1,,,,,,,,,,,,,
91717,89534,Connaught Asset Management Limited,1,Management Firm,1,"Ground Floor, Hill Place House",55a High Street,"Wimbledon Village,",London,,SW19 5B,United Kingdom,,,,,,
91776,89542,Wraith Capital LLP,1,Management Firm,1,9 Devonshire Sq.,,,London,None,EC2M 4Y,United Kingdom,+44 20 3170 5958,,,,info@wraithcapital.com,
91720,89543,Truston Asset Management Singapore Pte Ltd,1,Management Firm,1,6 Temasek Boulevard,"Suntec Tower Four, #07-02A",,Singapore,,038987,Singapore,+65 65 11 9370,,+65 65 11 9377,,singapore@trustonasset.com,
91720,89544,Truston Asset Management (Korea),2,Investment Advisor,1,,,,None,None,,"Korea, Republic",,,,,,www.trustonasset.com
91781,89547,Boussard & Gavaudan Asset Management LP,1,Management Firm,1,1 Dover Street,,,London,,W1S 4LA,United Kingdom,,,,,info@bgam-uk.com,www.bgholdingltd.com
91785,89549,Carlson Fund Management Company SA,1,Management Firm,1,"13, rue Goethe",,,Luxembourg,,L - 163,Luxembourg,+352 26 29 82 1,,+352 26 29 82 555,,carlsonfunds@dnbnor.com,www.carlsonfunds.com
3871,89557,Greenway Management LLC,1,Management Firm,1,3033 Excelsior Blvd,Suite 400,,Minneapolis,Minnesota,55416,United States,+1 612 285 1111,,+1 612 573 6400,,,www.shorewater.com
91838,89560,"Absolute Return Capital Advisors, LLC",1,Management Firm,1,"1901 Avenue of th Stars, Suite 200",,,Los Angeles,California,90067,United States,+1 310 275 3731,,+1 310 461 1419,,lucia@themoneyfactory.com,
91803,89566,Pine Grove Asset Management LLC,1,Management Firm,1,25 DeForest Ave,,,Summit,New Jersey,7901,United States,+1 908 273 6321,,+1 908 273 6323,,info@pgafof.com,www.pgafof.com
91803,89568,Mayflower Management Services Limited,2,Investment Advisor,1,"102 St. James Court, Flatts",Smiths FL 04,,,,,Bermuda,,,,,,
91793,89569,Primevest Capital Corp.,1,Management Firm,1,Suite 1100 - 475 Howe Street.,Vancouver BC. V6C 2B3.,,,,,Canada,+011 604 630 7011,,+011 604 683 7026,,info@primevestcapital.ca,
91973,89570,Trader Capital LLP,1,Management Firm,1,83 Baker Street,,,London,,W1U 6AG,United Kingdom,+44 207 442 2200,,+44 207 442 2220,,info@tradercapital.net,http://tradercapital.net/index.php?regd=1
91825,89571,Adrigo Asset Management AB,1,Management Firm,1,Box 56045,,,Stockholm,,10217,Sweden,+4 685 058 8700,+4 685 058 8701,+4 685 058 8770,,hfilipson@adrigo.se,
91672,89574,Insparo Africa Equity Limited,1,Management Firm,1,"Walker House,87 Mary Street",,,George Town,,KY1-900,Cayman Islands,,,,,,www.insparo-am.com
91672,89575,Insparo Asset Management Limited,2,Investment Advisor,1,55 Blandford Street,,,London,,W1U 7HW,United Kingdom,+44 20 7563 4800,,+44 20 7563 4801,,investor.relations@insparo-am.com,www.insparo-am.com
92020,89577,"Hammerman CApital Management, LLC",1,Management Firm,1,"3470 Mt. Diablo Boulevard, Suite A130",,,Lafayette,California,94549,United States,+1 925 962 1201,,+1 925 962 1203,,Reynold@HammermanCapital.com,
92025,89578,Gemini Asset Management Limited,1,Management Firm,1,"Canon?s Court,22 Victoria Street",,,Hamilton,,HM 1179,Bermuda,+1 441 295 2244,,+1 441 292 8666,,,www.geminiassets.com
91473,89580,Diamond Capital Management (Cayman),1,Management Firm,1,"c/o Mourant Ozannes, Corporate Services, (Cayman)",94 Solaris Avenue,,Grand Cayman,None,KY1-110,Cayman Islands,+9 723 765 8008,+9 723 765 8000,+9 723 765 8008,,info@diamondcapital.net,
92021,89581,Kinnaras Capital Management LLC,1,Management Firm,1,"81 Atlantic Street, Apartment 6",,,Stamford,Connecticut,06901,United States,+1 203 406 0513,,,,,
92041,89583,Central Asset Investments & Management Holdings (HK) Ltd,1,Management Firm,1,"Suite 3403, Gloucester Tower",The Landmark,15 Queen's Road Central,,,,Hong Kong,+852 31 89 96 04,,,,info@centralassetinvestments.com,
91948,89586,Sares Invest BV,1,Management Firm,1,Keizersgracht 451-1,Antwoordnummer 11646,1000 RA Amsterdam,Amsterdam,,,Netherlands,+31 20 470 95 06,+31 20 470 95 07,,,info@sinano.nl,www.sinano.nl
92022,89589,Diablo Vista Capital LLC,1,Management Firm,1,"1401 Willow Pass Road, Suite 880",,,Concord,California,94520,United States,+1 925 798 6900,,,,info@diablovistacapital.com,
91334,89598,Glenhill Overseas Management LLC,2,Investment Advisor,1,,,,,,,,,,,,,
91589,89599,Antarctica Asset Management (UK) LLP,1,Management Firm,1,"1st Floor, Alfred House",23-24 Cromwell Place,,London,,SW7 2LD,United Kingdom,+44 20 7823 7902,,+44 20 7806 8564,,,
92052,89602,Trend Edge Management Ltd,1,Management Firm,1,6A Queensway,,,,,,Gibraltar,,,,,,
92110,89607,Noho Capital Management Limited,1,Management Firm,1,"14/f, China hongKong Tower, 8 Hennessy road",,,Wanchai,,,Hong Kong,+852 3 124 2817,,+852 3 124 2857,,info@noho-capital.com,www.noho-capital.com
93771,89609,APS Asset Management International Ltd,1,Management Firm,1,"Romasco Place, Wickhams Cay 1",P.O.Box 3140,Road Town,Tortola,,,Virgin Islands,,,,,,
92086,89610,Coriolis Management LLC,1,Management Firm,1,1600 Tysons Boulevard - Suite 320,,,Mclean,Virginia,22102,United States,+1 703 574 3570,,+1 877 311 7839,,tim@coriolisfund.com,www.coriolisfund.com
92101,89611,Hayate Partners PTE Limited,1,Management Firm,1,"Level 10,55 Market Street",,,Singapore,,48941,Singapore,+81 3 3551 7333,,+81 3 3551 8114,,clientservice@hayate.co.jp,
92101,89612,"Atom Investment Co., Ltd",2,Investment Advisor,1,,,,Tokyo,,,Japan,,,,,,www.atom-invest.com
92158,89614,Canada Life International Limited,1,Management Firm,1,St Mary's,The Parade,Castletown,,,,Isle of Man,+ 44 16 24 820 200,,,,,
92155,89615,Credit Suisse Anlagestiftung,1,Management Firm,1,ADPS 4,Postfach 800,,Zurich,,,Switzerland,+41 44 333 48 48,,+41 44 333 59 67,,,www.credit-suisse.com
92220,89616,HFT Capital PPC Limited,1,Management Firm,1,932 Europort,,,None,None,GBZ,Gibraltar,+352 621 542 705 +,+350 200 40466,+352 26 360 381,+350 200 43370,bob@hft-capital.com,
92084,89624,Scientia Fund Management AB,1,Management Firm,1,Stora Nygatan 31 2tr,Goteborg,,None,,411 08,Sweden,+46 31 165 100,,+46 31 165 215,,www.scientia.se,www.scientia.se
92095,89626,Soundview Capital Management Limited,1,Management Firm,1,"HSBC Bank USA, NA","330 Madison Avenue, 5th Floor",,New York,New York,10017,United States,+1 212 747 9300,,+1 441 299 6525,,soundview@richcourt.com,
37276,89627,William Blair and Company,1,Management Firm,1,222 West Adams Street,,,Chicago,Illinois,60606,United States,+1 312 236 1600,,+1 800 621 0687,,info@williamblair.com,www.williamblair.com
92090,89628,Talisman Global Asset Management Ltd,1,Management Firm,1,33 Cavendish Square,,,London,,W1G 0PW,United Kingdom,,,,,,
92149,89629,Trade Wind Capital B.V.,1,Management Firm,1,NYSE Euronext,Beursplein 5,,Amsterdam,,1012 JW,Netherlands,,,,,,
92151,89632,Oriental Splendor (Cayman) Ltd,1,Management Firm,1,c/o Maples Corporate Services Limited,"PO Box 309, Ugland House",,Grand Cayman,,KY1-110,Cayman Islands,,,,,,
92219,89634,Syos Asset Management Ltd,1,Management Firm,1,Trust House,112 Bonadie Street,,Kingstown,,,Saint Vincent A,,,,,,
92243,89637,Axia Asset Management Ltd.,1,Management Firm,1,230 Park Avenue Suite 864,,,New York,New York,10528,United States,+1 212 792 0255,,+1 212 792 0256,,,
92260,89648,Calderon Fund PCC Limited,1,Management Firm,1,"The Boardroom,","1st Floor,Royal Ocean Plaza","42 Ocean Village Avenue, Ocean",,,,Gibraltar,+3 50 200 76458,,,,office@calderon-fund.gi,www.calderon-fund.gi
84071,89651,Hedge-House Partners LLP,1,Management Firm,1,"2 Charles Street,Mayfair",,,London,,W1J 5DB,United Kingdom,+44 20 7183 6450,,,,info@hedge-house.com,www.hedge-house.com
92261,89659,Pengana Capital Limited,1,Management Firm,1,"Level 12, 167 Macquarie Street",,,Sydney,,NSW 200,Australia,+61 2 8524 9900,,+61 2 8524 9901,,reception@pengana.com,www.pengana.com
55891,89661,SEB Master Kapitalanlagegesellschaft,1,Management Firm,1,Ulmenstrasse 30,60325 Frankfurt am Main,,,,,Germany,+49 69 9727 1240,,+49 69 258 5656,,kontakt@fondsberatung.de,www.tomac-global.com
92233,89663,ALENA S.A.,1,Management Firm,1,30 chaussée de la Hulpe,,,Bruxelles,,B-1000,Luxembourg,+32 2 660 0050,,+32 2 674 2088,,info@alena.be,www.alena.lu
92202,89667,Herculis Partners SA,2,Investment Advisor,1,"30, rue du 23  Juin",Porrentruy,,None,,CH-2900,Switzerland,+41 325 520 220,,,,,www.herculispartners.ch
92234,89669,Degroof Gestion Institutionnelle - Luxembourg SA,1,Management Firm,1,"12, Rue Eugène Ruppert",,,,,L-2453,Luxembourg,,,,,,www.degroof.be
70432,89673,Neuflize OBC Investissements SA,1,Management Firm,1,3 avenue Hoche,,,Paris,,75008,France,+33 1 56 21 70 00,,+33 1 56 21 84 60,,,www.neuflizeobcinvestissements.fr
90467,89678,Implied Capital Advisors LLC,1,Management Firm,1,"1942 Broadway, Suite 409",,,Boulder,Colorado,80302,United States,+1 303 898 8920,,,,msteinberg@impliedcapital.com,
91758,89681,First Oak Capital Management LLC,1,Management Firm,1,"600  Montgomery Street,",11th Floor,,San Francisco,California,CA USA,United States,+1 415 544 7800,,+1 415 520 0590,,,IR@firstoak.com
92334,89691,Lenapi Advisors LLC,1,Management Firm,1,100 Overlook Center,,,Princeton,New Jersey,08540,United States,+1 609 375 2453,,,,,www.lenapiadvisors.com
90916,89692,36 South Capital Advisors LLP,1,Management Firm,1,"3rd Floor, Berkeley Square House,","Berkeley Square,",,London,,W1J 6BU,United Kingdom,,,,,,
99236,89696,Da Vinci Invest AG,1,Management Firm,1,Zuger Str. 14,Unteraegeri,,,,6314,Switzerland,+41 443 664 010,,+41 443 664 039,,info@davinci-invest.ch,
78541,89698,Knighthead Capital Management LLC,1,Management Firm,1,1140 Avenue of the Americas,12th Floor,,New York,New York,10036,United States,+1 212 356 2900,,,,,
88004,89701,Rebellion Research Management LLC,1,Management Firm,1,350 East 54th Street #1A,,,New York,New York,10022,United States,+1 212 490 5668,,,,info@rebellionresearch.com,
1835,89706,Lyxor Asset Management (Ireland) Limited,1,Management Firm,1,"3rd Floor, IFSC House",International Financial Servic,,Dublin,,,Ireland,,,,,,www.lyxor.com
92466,89707,Quorus Vermögensverwaltung AG,2,Investment Advisor,1,Austrasse 9,,,Vaduz,,FL-9490,Liechtenstein,,,,,,
92315,89712,Level E Capital SICAV,1,Management Firm,1,171 Old Bakery Street,,,Valletta,,VLT 145,Malta,+44 131 225 8818,,,,sonia@levelecapital.com,
81113,89718,Rangeley Capital GP LLC,1,Management Firm,1,3 Forest Street,New Canaan,,New Canaan,Connecticut,06840,United States,,,,,,
81113,89719,Rangeley Capital LLC,2,Investment Advisor,1,3 Forest Street,New Canaan,,New Canaan,Connecticut,,United States,,,,,,
93490,89721,IRIS Specialized Asset Management SARL,1,Management Firm,1,111 Avenue de la Faiencerie,,,Luxembourg,,L-1511,Luxembourg,+352 2 636 0983,,+352 2 636 0984,,info@iris-sam.com,www.iris-sam.com
91401,89723,Candlewood Investment Group,1,Management Firm,1,777 Third Avenue,Suite 19B,,New York,New York,10017,United States,+1 212 840 7779,,+1 212 840 1233,,IR@candlewoodgroup.com,www.candlewoodgroup.com
93288,89724,Collwick Funds GP LLC,1,Management Firm,1,214 N. Tryon St.,Suite 3020,,Charlotte,North Carolina,28202,United States,+1 704 243 9464,,,,jwickham@collwick.com,
93556,89725,MIdOcean Partners,1,Management Firm,1,320 Park Ave,Suite 1600,,New York,New York,10022,United States,+1 212 497 1400,,,,,www.midoceanpartners.com
93565,89727,Goldenfaith Asset Management Limited,1,Management Firm,1,"Room 906, Information Power, 1403 Minsheng Road",,,Shanghai,,200135,China,+86 21 3392 6007,+86 21 6854 8132,+86 21 6854 5767,,service@goldenfaith.com.cn,www.goldenfaith.com.cn
93552,89733,Thomas Miller Investment (Isle of Man) Limited,1,Management Firm,1,16-17 Mount Havelock,,,Douglas,,IM1 2QG,Isle of Man,+144 162 464 5200,,+144 162 464 5220,,invest@thomasmiller.com,www.tminvestment.com
93566,89735,C.M. Advisors Limited,1,Management Firm,1,Thistle House,4 Burnaby Street,Hamilton,,,HM11,Bermuda,,,,,investorrelations@efgam.com,
93566,89736,EFG Private Bank Limited,3,Sub Advisor,1,Leconfield House,"Curzon Street,",,London,,W1J 5JB,United Kingdom,,,,,,
93576,89737,Lyxor International Asset Management SA,2,Investment Advisor,1,17 Cours Valmy - Tour Société Générale,Puteauza,,None,,92800,France,+33 1 42 13 91 48,,+33 1 42 13 92 08,,client-services@lyxor.com,www.lyxor.com
93579,89738,E Fund Management Co Ltd (Cayman Island),1,Management Firm,1,"87 Mary Street, George Town",,,"George Town, Grand Cayman",,KY1-900,Cayman Islands,,,,,,
93579,89739,E Fund Management Co Ltd (Hong Kong),2,Investment Advisor,1,"Suites 3501-02, Two International Finance Centre",8 Finance Street,,Central,,,Hong Kong,,,,,,
93620,89741,International Investment Advisers LLC,1,Management Firm,1,"352 7th Avenue,Suite 903",,,New York,New York,10001,United States,+1 212 977 9222,,+1 212 977 6555,,henry.seggerman@iia-funds.com,www.iia-funds.com
36021,89745,Enhanced Investment Products (Cayman) Limited,1,Management Firm,1,c/o Walkers SPV Limited,"Walker House, 87 Mary Street",,George Town,,KY1-900,Cayman Islands,,,,,,www.eip.com.hk
84614,89746,Reuven Capital Investments LP,1,Management Firm,1,"90 Broad Street, 15th Floor",,,New York,New York,10004,United States,+1 212 480 6650,,+1 212 742 7011,,ron@reuvencapital.com,
84614,89747,Reuven Enterprises Advisory Division LLC,2,Investment Advisor,1,90 Broad Street 15th Floor,,,New York,New York,10004,United States,+1 212 480 9175,,+1 212 742 7011,,,
81504,89750,INCA Investments LLC,1,Management Firm,1,8950 SW 74th Ct.,Suite 1601,,Miami,Florida,33156,United States,+1 786 398 4235,,+1 305 670 2290,,info@incainvestments.com,www.incainvestments.com
91732,89752,Stone Toro Asset Management LLC,1,Management Firm,1,313 Commons Way,,,Princeton,New Jersey,08540,United States,+1 888 778 5764,,,,richard@stonetoro.com,
91732,89753,Stone Toro Investment Adviser LP,2,Investment Advisor,1,313 Commons Way,,,Princeton,New Jersey,08540,United States,+1 888 778 5764,,,,richard@stonetoro.com,
93500,89754,Tlaloc Capital LLC,1,Management Firm,1,3200 SW Freeway,Suite 3300,,Houston,Texas,77027,United States,+1 713 402 6160,,,,info@tlaloccapital.com,
93700,89755,CAIAC Fund Management AG,1,Management Firm,1,Haus Atzig,Industriestrasse 2,,None,,9487,Liechtenstein,+423 375 83 33,,+423 375 83 38,,info@caiac.li,www.caiac.li
93700,89756,Plenum Investments AG,2,Investment Advisor,1,Bellerivestrasse 33,,,Zurich,,8008,Switzerland,+41 43 499 14 00,,,,,www.plenum.ch
93684,89757,THEAM SAS,1,Management Firm,1,"20, boulevard des Italiens",,,Paris,,75009,France,+33 1 55 77 47 38,,,,THEAM.sales.support@bnpparibas.com,www.harewood-am.com
93706,89760,"Trian Fund Management, L.P.",1,Management Firm,1,"280 Park Avenue, 41st Floor",,,New York,New York,10017,United States,+1 212 451 1300,,,,,
93706,89761,Trimaran Credit Managers LP,3,Sub Advisor,1,"1325 Avenue of the Americas, 34th Floor",,,New York,New York,10019,United States,+1 212 616 3775,,+1 212 616 3720,,,
2287,89762,ECH Investments Ltd,1,Management Firm,1,Grand Pavilion Commercial Centre,802 West Bay Road,,Grand Cayman,,,Cayman Islands,,,,,,www.capitalholdings.com
75164,89763,SFP Value Realization Co Ltd,1,Management Firm,1,20 Collyer Quay,#10-06 Tung Centre,,Singapore,,049319,Singapore,+65 65 36 3920,,+65 65 36 3921,,brigitte@symphony-fp.com.sg,
93646,89766,Armor Advisors LLC,2,Investment Advisor,1,410 Park Avenue,Suite 530,,New York,New York,10022,United States,+1 646 873 8501,,+1 646 873 8502,,,
93718,89767,Helix Partners Limited,1,Management Firm,1,"Level 1, 122 Pitt Street",,,Sydney,,NSW 200,Australia,+61 2 9221 0386,,,,contact@helixpartners.com,www.helixpartners.com
93719,89769,Clairinvest Sarl,1,Management Firm,1,4 route de Florissant,,,Geneva,,1211,Switzerland,+41 22 786 00 47,,,,info@clairinvest.com,www.clairinvest.com
87733,89772,Evolved Alpha LLC,1,Management Firm,1,1157 Coast Village Road,,,Montecito,California,93108,United States,+1 805 695 8100,,+1 805 695 8100,,Jesse@Evolved-Alpha.com,www.Evolved-Alpha.com
93708,89773,Global Forestry Capital S.a.r.l.,1,Management Firm,1,"9 Rue Sainte Zithe, 4th Floor,Luxembourg City",,,,,L-2763,Luxembourg,+352 248 799 20,,,,info@globalforestry.com,www.globalforestry.com
93708,89774,Floresteca S.A.,2,Investment Advisor,1,"Rua Renato Paes de Barros, 717 - cj. 24",,,Sao Paulo,,04530-0,Brazil,,,,,,
86654,89777,Betzwood Management Company LLC,1,Management Firm,1,"401 City Ave., Suite 815",,,Bala Cynwyd,Pennsylvania,19004,United States,+1 610 538 6114,,,,info@betzwoodcapital.com,www.betzwoodcapital.com
93754,89778,Cedar Ridge Partners LLC (Connecticut),1,Management Firm,1,"45 East Putnam Avenue, Suite 124",,,Greenwich,Connecticut,06830,United States,+1 203 422 0080,,+1 203 422 0768,,info@cedarridgepartners.com,
93758,89781,Lombard Odier Funds (Switzerland) SA,2,Investment Advisor,1,Avenue des Morgines 6,Petit-Lancy,,None,,1213,Switzerland,,,,,,www.lombardodier.com
93757,89784,BB-Wertpapier-Verwaltungsgesellschaft mbH,2,Investment Advisor,1,Doellgast-Straße 12,Augsburg,,None,,D-86199,Germany,+49 821 159890 6,,+49 821 159890 7,,mail@bbwv.de,www.bbwv.de
93656,89788,Tusker Capital LLC,1,Management Firm,1,"233 S. Wacker Drive, 84th floor",,,Chicago,Illinois,60606,United States,+1 312 283 8255,,,,investor@tuskercapital.com,
93966,89789,York Gestao De Recursos LTDA,2,Investment Advisor,1,"Av. Rio Branco, 89 sala 1602 parte",Centro,,Rio De Janeiro,,,Brazil,+55 21 7722 8988,,,,,
93956,89790,Advis Investimentos ltda,2,Investment Advisor,1,Av pres Juscelino Kubitschek no 50,Conj 132 - Itaim Bibi,,Sao Paulo,,,Brazil,+55 11 3318 9400,,+55 11 3318 9403,,,
91029,89791,XP Gestao de Recursos Ltda,2,Investment Advisor,1,"Avenida Carlos Gomes n° 222, 2º andar","Porto Alegre, State: Rio Grand",,,,,Brazil,,,,,,www.xpgestao.com.br
93820,89792,Zaramant Fonder AB,1,Management Firm,1,"Box 7217, SE-10388",,,Stockholm,,,Sweden,+46 8 508 907 30,,+46 8 508 907 39,,info@zaramant.com,www.zaramant.com
93887,89793,Governanca E Gestao Investimento LTDA,2,Investment Advisor,1,Rua Alexandre Dumas,"No 1630, 2 Andar, Cj 1",,Sao Paulo,,,Brazil,,,,,,
93993,89794,Portofino Asset Management Ltda,2,Investment Advisor,1,Rua das laranjeiras,"n 154, Bl. 3",apt. 203,Rio De Janeiro,,,Brazil,,,,,,
93999,89795,Aquila & Co. AG,2,Investment Advisor,1,Bahnhofstrasse 28a / Paradeplatz,,,None,,,Switzerland,+41 1 213 65 45,,+41 1 213 65 40,,,www.aquilagroup.ch
93922,89796,Trapezus Gestao de Recursos Ltda,2,Investment Advisor,1,RUA VISCONDE DE PIRAJA,N 550 SALA 602,IPANEMA,Rio De Janeiro,,,Brazil,+55 21 3079 9734,,+55 21 3079 9734,,,
93925,89797,Totem Investimentos e Gestao de Recursos Ltda,2,Investment Advisor,1,Rua Gonçalves Dias,"nº 51, 6º andar",Centro,Rio De Janeiro,,,Brazil,,,,,,www.toteminvest.com.br
93981,89798,BW Gestao de Investimentos Ltda,2,Investment Advisor,1,"Av.: Eusebio Matoso, 891 ? 22º andar ? Sala 06",,,Sao Paulo,,,Brazil,,,,,,
93977,89799,Tendencia Asset Management Ltda,2,Investment Advisor,1,"Avenida Brigadeiro Faria Lima no 2.092,","20o andar, Sao Paulo,",,Sao Paulo,,,Brazil,,,,,,
93934,89800,SPX Gestao de Recursos Ltda,2,Investment Advisor,1,Rua Humaita,275 14 Andar,,Rio De Janeiro,,,Brazil,+55 21 3203 1550,,+55 25 866 146,,,
91093,89801,Skipper Investimentos Ltda,2,Investment Advisor,1,Rua Joaquim Floriano,413 cj 152,,Sao Paulo,,,Brazil,,,,,www.skipperinvest.com.br,
93946,89802,SIP Capital Equities Investimentos Ltda,2,Investment Advisor,1,AV. BRIG. FARIA DE LIMA 2277,JARDIM PAULIS,,Sao Paulo,,,Brazil,+55 11 3097 2604,,+55 11 3097 2604,,,
93853,89804,Pragma Gestao Patrimonial Ltda,2,Investment Advisor,2,"Rua Leopoldo Couto de Magalhaes Jr. n.1400,","n.100, cj 1202,",,Sao Paulo,,,Brazil,,,,,www.pragmapatrimonio.com.br,
93835,89805,Santa Fe Portfolios Ltda,2,Investment Advisor,2,"Rua Luigi Galvani, nº 70,",8º andar,,Sao Paulo,,,Brazil,,,,,,
91077,89806,BTG Pactual WM Gestao de Recursos Ltda,2,Investment Advisor,1,"Praia de Botafogo, nº 501 - 5º andar, parte,",,,Rio De Janeiro,,,Brazil,,,,,,www.btgpactual.com
93871,89807,ABN AMRO Advisory Services SA,2,Investment Advisor,1,Av. Paulista 1374 - 3 andar,Bela Vista,,Sao Paulo,,,Brazil,+55 313 174 9615,,+55 313 174 7052,,,www.aaam.com.br
